16,7,4,24,24,20,4,25,8,10,20,17,6,16,0,23,10,24,5,17,5,25,26,20,24,23,26,16,2,8,5,3,23,5,5,16,14,18,6,4,25,6,21,6,25,14,16,6,23,18,17,24,10,10,17
15,20,23,5,12,10,26,6,21,20,12,13,23,16,25,0,21,16,24,15,25,10,9,11,7,6,10,15,24,23,25,25,7,25,25,10,15,8,22,23,2,24,10,25,12,16,13,23,6,14,16,5,16,21,13
10,12,8,20,18,16,12,20,12,13,14,13,12,11,11,20,0,23,11,12,11,19,24,15,22,21,20,11,10,13,10,11,21,12,12,15,8,16,12,9,21,13,16,12,20,8,11,12,18,12,10,18,12,10,12
19,21,24,16,22,14,26,19,21,21,17,13,23,16,26,15,22,0,24,15,25,20,18,12,16,14,20,15,25,23,25,26,15,25,25,9,19,9,23,23,16,25,16,25,22,17,14,24,17,18,17,15,17,21,13
17,5,6,24,24,21,4,26,5,8,20,17,3,16,5,23,11,24,0,17,3,26,26,20,24,23,26,16,4,7,4,4,23,2,2,16,14,18,3,5,25,3,22,5,26,14,17,3,24,19,18,24,10,9,18
10,14,14,15,18,9,16,18,15,15,10,6,17,5,15,14,10,15,16,0,16,19,17,7,15,14,19,4,14,17,15,15,14,16,16,7,9,8,16,13,15,18,11,16,20,4,6,15,15,10,7,14,11,12,4
17,5,6,25,24,21,4,26,6,9,20,18,4,16,5,24,11,25,2,17,0,26,26,20,24,23,26,16,4,7,4,4,24,2,2,17,14,18,4,4,25,4,22,5,26,14,16,4,24,19,18,24,11,9,18
14,24,20,10,3,13,24,11,24,25,12,17,25,20,23,10,18,21,24,18,24,0,15,15,13,12,2,18,22,26,23,23,13,24,24,14,13,12,25,22,11,26,12,24,3,19,16,25,9,14,16,8,21,25,16
18,24,27,11,18,12,29,13,24,24,14,16,26,19,29,10,24,20,27,18,28,16,0,14,3,6,16,18,28,26,28,28,4,28,28,13,20,11,25,26,10,27,12,28,18,19,16,26,12,17,19,11,20,24,16
9,16,18,11,14,4,20,15,17,16,7,9,18,9,20,11,14,11,20,8,20,14,13,0,11,10,14,7,18,18,19,19,10,20,20,5,10,5,18,18,12,20,6,20,15,9,6,19,10,8,9,11,12,16,5
16,22,26,9,16,10,28,12,23,22,13,15,25,18,28,9,23,18,26,17,27,14,5,13,0,4,14,17,26,25,27,27,2,27,27,11,18,10,24,25,8,26,10,27,17,18,15,25,11,15,17,10,18,23,15
13,20,24,5,13,8,26,8,21,20,10,13,23,16,25,6,21,16,24,15,25,11,6,11,4,0,11,14,24,23,25,25,4,25,25,9,15,8,22,23,5,24,8,24,13,16,13,23,7,12,15,6,16,20,13
15,25,22,12,5,14,26,13,25,26,13,19,26,21,24,11,20,22,25,20,25,3,17,16,15,13,0,20,24,27,24,25,14,26,26,15,14,14,26,23,13,27,13,26,5,20,18,26,10,15,17,10,22,26,17
11,15,16,14,19,9,18,18,15,15,11,5,17,5,17,14,11,15,17,5,17,19,16,7,14,13,19,0,16,17,16,17,13,18,18,7,10,8,17,15,15,19,11,18,21,6,6,16,16,11,9,14,11,13,5
16,8,4,24,24,21,4,26,8,11,20,17,6,16,2,23,10,25,5,17,5,25,26,20,24,23,26,16,0,9,6,3,23,6,6,17,14,18,6,4,25,7,22,6,26,14,16,6,23,18,17,24,11,11,18
20,7,12,22,28,21,8,26,8,7,24,16,8,17,11,22,15,23,9,19,10,27,24,19,22,21,27,18,10,0,7,11,22,10,10,15,18,16,10,10,23,9,22,6,29,17,20,10,24,23,22,22,9,11,18
17,7,8,24,24,21,3,26,8,10,20,18,6,16,7,24,11,25,5,17,5,26,26,20,24,23,26,17,6,5,0,6,24,6,6,17,14,18,6,6,25,7,22,2,26,14,17,7,24,19,18,24,11,11,18
17,7,6,25,25,21,2,26,7,10,21,18,5,17,4,24,11,25,4,18,4,26,27,21,25,24,27,17,4,7,5,0,24,5,5,17,15,19,6,5,26,6,22,5,26,15,17,6,24,19,18,25,11,11,18
15,22,25,9,15,10,27,12,22,22,12,14,24,17,27,9,22,18,25,16,26,14,4,12,2,4,14,16,26,24,26,27,0,26,26,11,17,9,23,24,8,26,10,26,16,17,14,25,10,15,17,9,18,22,14
16,7,6,24,24,21,5,26,6,10,20,17,4,15,5,24,10,25,3,17,4,25,26,20,24,23,26,16,4,8,5,5,23,0,1,17,14,18,4,4,25,5,21,6,26,13,16,4,23,18,17,24,11,9,17
16,7,6,24,24,20,5,25,7,10,19,17,5,15,5,23,10,24,3,16,4,25,26,19,24,23,26,15,4,8,5,5,23,3,0,16,14,18,4,4,25,5,21,6,25,13,16,4,23,18,17,24,10,9,17
12,14,17,9,16,8,19,13,14,14,10,6,16,9,19,9,15,9,17,9,18,14,11,5,9,8,14,8,18,16,18,19,9,18,18,0,12,3,15,16,10,18,9,18,16,10,8,17,11,12,11,9,10,14,6
6,16,12,17,14,11,16,16,16,17,9,13,17,12,15,16,10,21,16,10,16,16,21,12,19,18,16,12,14,18,15,15,19,17,16,14,0,14,17,14,17,18,12,16,16,10,9,17,14,8,7,15,17,17,10
12,14,17,8,15,7,20,12,15,14,9,7,16,9,19,8,16,10,18,9,18,13,10,5,8,7,13,8,18,16,19,19,8,19,18,3,12,0,16,16,9,18,8,18,15,11,8,17,10,11,11,8,10,14,6
18,4,8,22,25,20,7,25,4,7,21,15,2,16,7,21,12,22,4,17,5,26,23,18,21,20,26,16,6,9,6,7,21,4,4,14,15,15,0,5,22,3,22,7,27,14,17,3,23,20,18,21,8,8,17
15,6,3,22,23,19,6,24,6,9,18,16,6,13,6,22,9,23,4,15,5,24,24,18,22,21,25,14,5,9,6,5,22,5,5,15,13,16,6,0,23,7,20,7,24,12,14,5,22,17,15,22,9,7,16
16,22,24,6,13,11,28,5,22,22,13,14,24,17,27,3,22,18,26,16,26,11,9,13,7,5,11,16,26,24,26,27,7,26,26,11,16,10,24,24,0,26,11,26,13,17,15,25,8,15,17,5,18,22,14
17,5,6,24,24,21,4,26,5,8,20,17,3,16,5,23,11,24,1,17,3,26,26,20,24,23,26,16,4,7,4,5,23,2,2,16,15,18,3,5,25,0,22,5,26,14,17,3,24,19,18,24,10,9,18
8,20,19,9,12,2,22,11,21,20,4,12,22,12,21,10,15,16,21,10,21,13,12,7,10,8,13,10,20,23,20,21,10,22,22,9,9,8,21,19,11,23,0,22,14,11,8,21,7,7,9,10,16,18,8
18,6,9,24,26,22,5,27,6,9,22,17,6,18,8,23,12,25,7,19,6,27,26,21,24,23,28,18,7,5,2,7,23,7,7,17,16,18,7,7,25,7,23,0,27,15,18,8,25,20,19,24,11,12,19
13,24,20,12,2,12,24,11,24,25,11,19,25,19,23,11,18,22,24,18,24,3,17,14,15,13,4,18,22,26,23,23,14,24,24,15,13,14,24,21,12,25,12,24,0,18,16,24,9,13,16,10,22,25,16
10,12,12,17,20,10,14,20,13,13,10,8,15,5,13,16,7,17,13,6,14,20,19,9,17,16,20,4,12,15,13,13,16,14,14,9,9,11,14,11,18,15,12,14,21,0,6,13,16,10,8,17,10,9,7
7,16,15,13,16,6,17,17,16,17,7,8,17,7,16,12,10,14,16,4,16,16,15,5,13,12,16,6,15,18,15,16,12,17,17,7,6,7,16,14,14,18,8,17,18,5,0,16,13,7,5,13,13,13,4
17,5,6,23,25,21,6,27,5,8,20,16,4,15,6,22,11,23,3,17,5,26,25,20,23,22,27,16,5,9,6,6,22,3,3,15,15,17,2,4,24,5,22,7,27,14,16,0,24,19,18,23,10,8,18
11,21,21,5,9,7,25,7,22,21,8,14,23,16,24,6,19,17,25,14,25,10,11,11,9,8,10,14,23,23,24,24,9,25,25,10,13,9,23,23,7,25,7,25,11,15,12,24,0,10,13,5,17,21,12
2,18,14,15,15,8,18,16,18,19,5,13,19,12,17,16,12,18,18,10,18,15,18,9,16,14,15,11,16,20,17,17,15,18,18,11,4,11,19,16,17,20,8,18,16,10,7,19,12,0,6,15,18,16,9
5,17,13,15,15,8,16,17,17,17,6,10,17,9,16,15,10,17,16,6,16,15,17,8,15,14,15,8,15,18,15,15,15,17,17,10,5,10,17,14,16,18,8,17,17,6,4,16,12,5,0,15,15,13,6
15,21,22,5,11,10,26,5,21,21,12,13,23,16,25,6,20,17,24,15,25,9,11,12,9,8,9,15,24,23,25,25,9,25,25,10,14,8,22,23,5,24,10,25,11,16,13,24,5,14,16,0,17,21,13
17,6,9,17,23,15,12,20,7,6,18,10,8,11,11,16,11,17,10,14,10,21,19,13,17,16,21,12,10,8,11,11,16,11,11,9,15,10,8,9,17,10,17,10,24,11,14,9,18,19,16,17,0,6,12
16,6,8,20,24,17,11,23,7,7,17,12,9,11,11,19,9,20,9,13,10,24,21,15,19,18,24,11,9,9,10,10,19,9,9,12,14,13,8,7,20,10,19,11,26,9,13,8,21,17,15,19,5,0,13
9,15,16,14,17,7,18,17,15,15,9,6,17,6,17,13,11,14,17,4,17,17,16,5,14,13,17,5,16,17,16,17,13,18,18,6,9,7,16,15,15,19,9,18,19,6,5,17,13,9,7,14,11,13,0
